Player,Team,"Year 
Signed",Years,Value,APY,Guaranteed,"APY as % Of 
Cap At Signing","Inflated 
Value","Inflated 
APY","Inflated 
Guaranteed"
Nathan Peterman,Las Vegas Raiders,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Nathan Peterman,Las Vegas Raiders,2020,1,"$2,133,000","$2,133,000",$0,1.1%,"$2,748,578","$2,748,578",$0
Nathan Peterman,Las Vegas Raiders,2020,1,"$1,000,000","$1,000,000","$1,000,000",0.5%,"$1,288,597","$1,288,597","$1,288,597"
Nathan Peterman,Las Vegas Raiders,2021,1,"$1,025,000","$1,025,000","$1,000,000",0.6%,"$1,434,438","$1,434,438","$1,399,452"
Nathan Peterman,Las Vegas Raiders,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Nathan Peterman,Las Vegas Raiders,2024,1,"$1,125,000","$1,125,000",$0,0.4%,"$1,125,000","$1,125,000",$0
Tyler Wilson,Las Vegas Raiders,2013,4,"$2,610,900","$652,725","$450,900",0.5%,"$5,421,332","$1,355,333","$936,259"
Tyler Wilson,Las Vegas Raiders,2013,1,"$405,000","$405,000",$0,0.3%,"$840,951","$840,951",$0
Tyler Wilson,Las Vegas Raiders,2013,1,"$102,000","$102,000",$0,0.1%,"$211,795","$211,795",$0
Tyler Wilson,Las Vegas Raiders,2013,1,"$102,000","$102,000",$0,0.1%,"$211,795","$211,795",$0
Aaron Murray,Los Angeles Rams,2017,1,"$615,000","$615,000",$0,0.4%,"$940,545","$940,545",$0
Austin Davis,Los Angeles Rams,2012,3,"$1,445,000","$481,667","$17,500",0.4%,"$3,060,141","$1,020,048","$37,061"
Austin Davis,Los Angeles Rams,2013,1,"$480,000","$480,000",$0,0.4%,"$996,683","$996,683",$0
Austin Davis,Los Angeles Rams,2014,1,"$570,000","$570,000",$0,0.4%,"$1,094,571","$1,094,571",$0
Austin Davis,Los Angeles Rams,2015,1,"$1,542,000","$1,542,000",$0,1.1%,"$2,748,652","$2,748,652",$0
Blake Bortles,Los Angeles Rams,2019,1,"$1,000,000","$1,000,000","$1,000,000",0.5%,"$1,357,067","$1,357,067","$1,357,067"
Blake Bortles,Los Angeles Rams,2020,1,"$910,000","$910,000",$0,0.5%,"$1,172,624","$1,172,624",$0
Brandon Allen,Los Angeles Rams,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Brandon Allen,Los Angeles Rams,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Braxton Burmeister,Los Angeles Rams,2023,3,"$2,695,000","$898,333",$0,0.4%,"$3,061,846","$1,020,615",$0
Brett Rypien,Los Angeles Rams,2023,1,"$1,080,000","$1,080,000",$0,0.5%,"$1,227,011","$1,227,011",$0
Brett Rypien,Los Angeles Rams,2023,1,"$410,200","$410,200",$0,0.2%,"$466,037","$466,037",$0
Brett Rypien,Los Angeles Rams,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Bryce Perkins,Los Angeles Rams,2020,3,"$2,290,000","$763,333","$5,000",0.4%,"$2,950,888","$983,629","$6,443"
Bryce Perkins,Los Angeles Rams,2020,1,"$170,282","$170,282",$0,0.1%,"$219,425","$219,425",$0
Bryce Perkins,Los Angeles Rams,2021,2,"$1,485,000","$742,500",$0,0.4%,"$2,078,186","$1,039,093",$0
Carson Wentz,Los Angeles Rams,2023,1,"$1,315,000","$1,315,000","$150,000",0.6%,"$1,493,999","$1,493,999","$170,418"
Case Cookus,Los Angeles Rams,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Case Keenum,Los Angeles Rams,2014,1,"$107,100","$107,100",$0,0.1%,"$205,664","$205,664",$0
Dan Orlovsky,Los Angeles Rams,2017,1,"$1,080,000","$1,080,000","$60,000",0.6%,"$1,651,689","$1,651,689","$91,760"
Devlin Hodges,Los Angeles Rams,2021,2,"$1,675,000","$837,500",$0,0.5%,"$2,344,082","$1,172,041",$0
Dresser Winn,Los Angeles Rams,2023,3,"$2,695,000","$898,333",$0,0.4%,"$3,061,846","$1,020,615",$0
Dresser Winn,Los Angeles Rams,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Dresser Winn,Los Angeles Rams,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Dresser Winn,Los Angeles Rams,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Dresser Winn,Los Angeles Rams,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Dresser Winn,Los Angeles Rams,2024,2,"$1,755,000","$877,500",$0,0.3%,"$1,755,000","$877,500",$0
Dylan Thompson,Los Angeles Rams,2016,1,"$525,000","$525,000",$0,0.3%,"$863,560","$863,560",$0
Garrett Gilbert,Los Angeles Rams,2014,4,"$2,298,597","$574,649","$100,000",0.4%,"$4,413,998","$1,103,499","$192,030"
Garrett Gilbert,Los Angeles Rams,2014,1,"$107,100","$107,100",$0,0.1%,"$205,664","$205,664",$0
Jared Goff,Los Angeles Rams,2016,4,"$27,937,672","$6,984,418","$27,937,672",4.5%,"$45,954,025","$11,488,506","$45,954,025"
Jimmy Garoppolo,Los Angeles Rams,2024,1,"$3,178,750","$3,178,750","$3,178,750",1.2%,"$3,178,750","$3,178,750","$3,178,750"
John Wolford,Los Angeles Rams,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
John Wolford,Los Angeles Rams,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
John Wolford,Los Angeles Rams,2020,2,"$1,260,000","$630,000","$150,000",0.3%,"$1,623,633","$811,816","$193,290"
John Wolford,Los Angeles Rams,2022,1,"$895,000","$895,000",$0,0.4%,"$1,097,901","$1,097,901",$0
Josh Love,Los Angeles Rams,2020,3,"$2,295,000","$765,000","$10,000",0.4%,"$2,957,331","$985,777","$12,886"
Luis Perez,Los Angeles Rams,2018,3,"$1,710,000","$570,000",$0,0.3%,"$2,464,639","$821,546",$0
Luis Perez,Los Angeles Rams,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Luis Perez,Los Angeles Rams,2022,1,"$705,000","$705,000",$0,0.3%,"$864,827","$864,827",$0
Matt Stafford,Los Angeles Rams,2022,4,"$160,000,000","$40,000,000","$135,000,000",19.2%,"$196,272,815","$49,068,204","$165,605,187"
Nick Foles,Los Angeles Rams,2015,2,"$25,000,000","$12,250,000","$13,792,000",8.5%,"$44,563,093","$21,835,916","$24,584,567"
Sam Bradford,Los Angeles Rams,2010,5,"$78,000,000","$13,000,000","$50,000,000",10.1%,"$154,427,907","$25,737,984","$98,992,248"
Sean Mannion,Los Angeles Rams,2015,4,"$3,250,896","$812,724","$625,796",0.6%,"$5,794,799","$1,448,700","$1,115,496"
Shaun Hill,Los Angeles Rams,2014,1,"$1,750,000","$1,750,000","$500,000",1.3%,"$3,360,526","$3,360,526","$960,150"
Stetson Bennett,Los Angeles Rams,2023,4,"$4,539,132","$1,134,783","$699,132",0.5%,"$5,157,003","$1,289,251","$794,299"
Anthony Brown,Baltimore Ravens,2022,3,"$2,580,000","$860,000","$70,000",0.4%,"$3,164,899","$1,054,966","$85,869"
Anthony Brown,Baltimore Ravens,2022,3,"$2,560,000","$853,333",$0,0.4%,"$3,140,365","$1,046,788",$0
Anthony Brown,Baltimore Ravens,2022,1,"$290,001","$290,001",$0,0.1%,"$355,746","$355,746",$0
Anthony Brown,Baltimore Ravens,2022,1,"$262,334","$262,334",$0,0.1%,"$321,806","$321,806",$0
Anthony Brown,Baltimore Ravens,2022,1,"$234,667","$234,667",$0,0.1%,"$287,867","$287,867",$0
Anthony Brown,Baltimore Ravens,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Anthony Brown,Baltimore Ravens,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Brett Hundley,Baltimore Ravens,2022,1,"$1,120,000","$1,120,000",$0,0.5%,"$1,373,910","$1,373,910",$0
Brett Hundley,Baltimore Ravens,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Brett Hundley,Baltimore Ravens,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Chris Streveler,Baltimore Ravens,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
David Fales,Baltimore Ravens,2016,1,"$170,000","$170,000",$0,0.1%,"$279,629","$279,629",$0
David Olson,Baltimore Ravens,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Devin Leary,Baltimore Ravens,2024,4,"$4,158,388","$1,039,597","$138,388",0.4%,"$4,158,388","$1,039,597","$138,388"
Devin Leary,Baltimore Ravens,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Dustin Vaughan,Baltimore Ravens,2017,1,"$540,000","$540,000",$0,0.3%,"$825,844","$825,844",$0
Emory Jones,Baltimore Ravens,2024,3,"$2,830,000","$943,333",$0,0.4%,"$2,830,000","$943,333",$0
Jalan McClendon,Baltimore Ravens,2019,3,"$1,755,000","$585,000",$0,0.3%,"$2,381,652","$793,884",$0
Jerrod Johnson,Baltimore Ravens,2016,1,"$450,000","$450,000",$0,0.3%,"$740,194","$740,194",$0
Jimmy Clausen,Baltimore Ravens,2015,1,"$1,125,000","$1,125,000","$262,500",0.8%,"$2,005,339","$2,005,339","$467,912"
Joe Callahan,Baltimore Ravens,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Joe Flacco,Baltimore Ravens,2013,6,"$120,600,000","$20,100,000","$51,000,000",16.3%,"$250,416,585","$41,736,098","$105,897,561"
Josh Johnson,Baltimore Ravens,2023,1,"$1,317,500","$1,317,500","$152,500",0.6%,"$1,496,839","$1,496,839","$173,258"
Josh Johnson,Baltimore Ravens,2023,1,"$1,165,000","$1,165,000",$0,0.5%,"$1,323,581","$1,323,581",$0
Josh Johnson,Baltimore Ravens,2023,1,"$1,165,000","$1,165,000",$0,0.5%,"$1,323,581","$1,323,581",$0
Josh Johnson,Baltimore Ravens,2024,1,"$1,377,500","$1,377,500","$1,152,500",0.5%,"$1,377,500","$1,377,500","$1,152,500"
Josh Woodrum,Baltimore Ravens,2017,1,"$465,000","$465,000",$0,0.3%,"$711,144","$711,144",$0
Josh Woodrum,Baltimore Ravens,2017,1,"$204,000","$204,000",$0,0.1%,"$311,986","$311,986",$0
Josh Woodrum,Baltimore Ravens,2018,1,"$480,000","$480,000",$0,0.3%,"$691,828","$691,828",$0
Keith Wenning,Baltimore Ravens,2014,4,"$2,324,072","$581,018","$104,072",0.4%,"$4,462,917","$1,115,729","$199,850"
Keith Wenning,Baltimore Ravens,2014,1,"$107,100","$107,100",$0,0.1%,"$205,664","$205,664",$0
Kenji Bahar,Baltimore Ravens,2021,3,"$2,425,000","$808,333",$0,0.4%,"$3,393,671","$1,131,223",$0
Kenji Bahar,Baltimore Ravens,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Kenji Bahar,Baltimore Ravens,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Kenji Bahar,Baltimore Ravens,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Kenji Bahar,Baltimore Ravens,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Lamar Jackson,Baltimore Ravens,2018,4,"$9,471,652","$2,367,913","$8,055,062",1.3%,"$13,651,580","$3,412,895","$11,609,835"
Lamar Jackson,Baltimore Ravens,2023,5,"$260,000,000","$52,000,000","$185,000,000",23.1%,"$295,391,459","$59,078,292","$210,182,384"
Lamar Jackson,Baltimore Ravens,2023,1,"$32,416,000","$32,416,000",$0,14.4%,"$36,828,498","$36,828,498",$0
Malik Cunningham,Baltimore Ravens,2023,3,"$2,695,000","$898,333",$0,0.4%,"$3,061,846","$1,020,615",$0
Malik Cunningham,Baltimore Ravens,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Matt Schaub,Baltimore Ravens,2015,1,"$2,000,000","$2,000,000","$2,000,000",1.4%,"$3,565,047","$3,565,047","$3,565,047"
Nolan Henderson,Baltimore Ravens,2023,3,"$2,701,000","$900,333","$6,000",0.4%,"$3,068,663","$1,022,887","$6,817"
Robert Griffin III,Baltimore Ravens,2018,1,"$1,100,000","$1,100,000","$100,000",0.6%,"$1,585,440","$1,585,440","$144,131"
Robert Griffin III,Baltimore Ravens,2019,2,"$4,000,000","$2,000,000","$2,000,000",1.1%,"$5,428,268","$2,714,134","$2,714,134"
Ryan Mallett,Baltimore Ravens,2015,2,"$2,245,000","$1,122,500",$0,0.8%,"$4,001,766","$2,000,883",$0
Ryan Mallett,Baltimore Ravens,2017,1,"$2,000,000","$2,000,000","$1,000,000",1.2%,"$3,058,683","$3,058,683","$1,529,341"
Thaddeus Lewis,Baltimore Ravens,2017,1,"$775,000","$775,000",$0,0.5%,"$1,185,240","$1,185,240",$0
Trace McSorley,Baltimore Ravens,2019,4,"$2,680,688","$670,172","$160,688",0.4%,"$3,637,873","$909,468","$218,064"
Trace McSorley,Baltimore Ravens,2021,1,"$203,622","$203,622",$0,0.1%,"$284,959","$284,959",$0
Trace McSorley,Baltimore Ravens,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Tyler Huntley,Baltimore Ravens,2020,3,"$2,290,000","$763,333","$30,000",0.4%,"$2,950,888","$983,629","$38,658"
Tyler Huntley,Baltimore Ravens,2020,1,"$252,728","$252,728",$0,0.1%,"$325,665","$325,665",$0
Tyler Huntley,Baltimore Ravens,2020,1,"$225,246","$225,246",$0,0.1%,"$290,251","$290,251",$0
Tyler Huntley,Baltimore Ravens,2020,1,"$197,764","$197,764",$0,0.1%,"$254,838","$254,838",$0
Tyler Huntley,Baltimore Ravens,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Tyler Huntley,Baltimore Ravens,2022,1,"$895,000","$895,000",$0,0.4%,"$1,097,901","$1,097,901",$0
Tyler Huntley,Baltimore Ravens,2023,1,"$2,627,000","$2,627,000",$0,1.2%,"$2,984,590","$2,984,590",$0
Tyler Huntley,Baltimore Ravens,2024,1,"$383,400","$383,400",$0,0.2%,"$383,400","$383,400",$0
Tyrod Taylor,Baltimore Ravens,2011,4,"$2,145,308","$536,327","$105,308",0.4%,"$4,551,706","$1,137,927","$223,432"
Zach Terrell,Baltimore Ravens,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Andy Dalton,New Orleans Saints,2022,1,"$3,000,000","$3,000,000","$3,000,000",1.4%,"$3,680,115","$3,680,115","$3,680,115"
Blake Bortles,New Orleans Saints,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Blake Bortles,New Orleans Saints,2022,1,"$1,120,000","$1,120,000",$0,0.5%,"$1,373,910","$1,373,910",$0
Brett Hundley,New Orleans Saints,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Chase Daniel,New Orleans Saints,2012,1,"$1,000,000","$1,000,000","$300,000",0.8%,"$2,117,745","$2,117,745","$635,323"
Chase Daniel,New Orleans Saints,2017,1,"$900,000","$900,000","$900,000",0.5%,"$1,376,407","$1,376,407","$1,376,407"
Derek Carr,New Orleans Saints,2023,4,"$150,000,000","$37,500,000","$100,000,000",16.7%,"$170,418,149","$42,604,537","$113,612,100"
Drew Brees,New Orleans Saints,2012,5,"$100,000,000","$20,000,000","$60,500,000",16.6%,"$211,774,461","$42,354,892","$128,123,549"
Drew Brees,New Orleans Saints,2016,1,"$24,250,000","$24,250,000","$24,250,000",15.6%,"$39,888,259","$39,888,259","$39,888,259"
Drew Brees,New Orleans Saints,2018,2,"$50,000,000","$25,000,000","$27,000,000",14.1%,"$72,065,463","$36,032,731","$38,915,350"
Drew Brees,New Orleans Saints,2020,2,"$50,000,000","$25,000,000","$25,000,000",12.6%,"$64,429,869","$32,214,934","$32,214,934"
Garrett Grayson,New Orleans Saints,2015,4,"$3,400,606","$850,152","$733,168",0.6%,"$6,061,661","$1,515,416","$1,306,889"
Garrett Grayson,New Orleans Saints,2016,1,"$117,300","$117,300",$0,0.1%,"$192,944","$192,944",$0
Garrett Grayson,New Orleans Saints,2017,2,"$1,170,000","$585,000",$0,0.4%,"$1,789,329","$894,665",$0
Griffin Neal,New Orleans Saints,2016,3,"$1,620,000","$540,000",$0,0.3%,"$2,664,700","$888,233",$0
J.T. Barrett,New Orleans Saints,2018,3,"$1,710,000","$570,000",$0,0.3%,"$2,464,639","$821,546",$0
J.T. Barrett,New Orleans Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,New Orleans Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,New Orleans Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,New Orleans Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,New Orleans Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,New Orleans Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,New Orleans Saints,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
J.T. Barrett,New Orleans Saints,2019,2,"$1,080,000","$540,000",$0,0.3%,"$1,465,632","$732,816",$0
J.T. Barrett,New Orleans Saints,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Jake Haener,New Orleans Saints,2023,4,"$4,544,812","$1,136,203","$704,812",0.5%,"$5,163,456","$1,290,864","$800,752"
Jake Luton,New Orleans Saints,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jake Luton,New Orleans Saints,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jake Luton,New Orleans Saints,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jake Luton,New Orleans Saints,2023,1,"$1,010,000","$1,010,000",$0,0.4%,"$1,147,482","$1,147,482",$0
Jake Luton,New Orleans Saints,2023,1,"$1,010,000","$1,010,000",$0,0.4%,"$1,147,482","$1,147,482",$0
Jameis Winston,New Orleans Saints,2020,1,"$1,100,000","$1,100,000","$1,100,000",0.6%,"$1,417,457","$1,417,457","$1,417,457"
Jameis Winston,New Orleans Saints,2021,1,"$5,500,000","$5,500,000","$5,500,000",3%,"$7,696,986","$7,696,986","$7,696,986"
Jameis Winston,New Orleans Saints,2022,2,"$28,000,000","$14,000,000","$21,000,000",6.7%,"$34,347,743","$17,173,871","$25,760,807"
Jameis Winston,New Orleans Saints,2023,1,"$4,000,000","$4,000,000","$4,000,000",1.8%,"$4,544,484","$4,544,484","$4,544,484"
K.J. Costello,New Orleans Saints,2022,1,"$705,000","$705,000",$0,0.3%,"$864,827","$864,827",$0
Kellen Mond,New Orleans Saints,2024,1,"$985,000","$985,000",$0,0.4%,"$985,000","$985,000",$0
Luke McCown,New Orleans Saints,2013,1,"$825,000","$825,000",$0,0.7%,"$1,713,049","$1,713,049",$0
Luke McCown,New Orleans Saints,2014,1,"$920,000","$920,000","$200,000",0.7%,"$1,766,677","$1,766,677","$384,060"
Luke McCown,New Orleans Saints,2015,1,"$1,050,000","$1,050,000","$350,000",0.7%,"$1,871,650","$1,871,650","$623,883"
Luke McCown,New Orleans Saints,2016,2,"$3,000,000","$1,500,000","$500,000",1%,"$4,934,630","$2,467,315","$822,438"
Matt Flynn,New Orleans Saints,2015,1,"$870,000","$870,000",$0,0.6%,"$1,550,796","$1,550,796",$0
Nathan Peterman,New Orleans Saints,2024,1,"$1,292,500","$1,292,500","$80,000",0.5%,"$1,292,500","$1,292,500","$80,000"
Ryan Nassib,New Orleans Saints,2017,1,"$855,000","$855,000","$80,000",0.5%,"$1,307,587","$1,307,587","$122,347"
Spencer Rattler,New Orleans Saints,2024,4,"$4,356,480","$1,089,120","$336,480",0.4%,"$4,356,480","$1,089,120","$336,480"
Taysom Hill,New Orleans Saints,2020,2,"$21,000,000","$10,500,000","$17,439,000",5.3%,"$27,060,545","$13,530,272","$22,471,850"
Teddy Bridgewater,New Orleans Saints,2019,1,"$7,250,000","$7,250,000","$7,250,000",3.9%,"$9,838,735","$9,838,735","$9,838,735"
Tom Savage,New Orleans Saints,2018,1,"$1,500,000","$1,500,000","$100,000",0.8%,"$2,161,964","$2,161,964","$144,131"
Tommy Stevens,New Orleans Saints,2020,4,"$3,375,592","$843,898","$80,592",0.4%,"$4,349,779","$1,087,445","$103,851"
Tommy Stevens,New Orleans Saints,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Trevor Siemian,New Orleans Saints,2020,1,"$910,000","$910,000",$0,0.5%,"$1,172,624","$1,172,624",$0
Trevor Siemian,New Orleans Saints,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Trevor Siemian,New Orleans Saints,2021,1,"$990,000","$990,000",$0,0.5%,"$1,385,458","$1,385,458",$0
Trevor Siemian,New Orleans Saints,2021,1,"$990,000","$990,000",$0,0.5%,"$1,385,458","$1,385,458",$0
Alex Smith,San Francisco 49ers,2011,1,"$4,000,000","$4,000,000","$4,000,000",3.3%,"$8,486,812","$8,486,812","$8,486,812"
Blaine Gabbert,San Francisco 49ers,2015,2,"$4,000,000","$2,000,000","$500,000",1.4%,"$7,130,095","$3,565,047","$891,262"
Brandon Allen,San Francisco 49ers,2023,1,"$1,232,500","$1,232,500","$200,000",0.5%,"$1,400,269","$1,400,269","$227,224"
Brandon Allen,San Francisco 49ers,2024,1,"$2,020,000","$2,020,000","$700,000",0.8%,"$2,020,000","$2,020,000","$700,000"
Brian Hoyer,San Francisco 49ers,2017,2,"$12,000,000","$6,000,000","$9,850,000",3.6%,"$18,352,096","$9,176,048","$15,064,012"
Broc Rutter,San Francisco 49ers,2020,3,"$2,285,279","$761,760",$279,0.4%,"$2,944,805","$981,602",$360
Brock Purdy,San Francisco 49ers,2022,4,"$3,737,012","$934,253","$77,012",0.4%,"$4,584,212","$1,146,053","$94,471"
C.J. Beathard,San Francisco 49ers,2017,4,"$3,528,646","$882,162","$706,288",0.5%,"$5,396,504","$1,349,127","$1,080,155"
Christian Ponder,San Francisco 49ers,2016,1,"$800,000","$800,000",$0,0.5%,"$1,315,901","$1,315,901",$0
Colin Kaepernick,San Francisco 49ers,2011,4,"$5,124,296","$1,281,074","$3,800,000",1.1%,"$10,872,234","$2,718,059","$8,062,471"
Colin Kaepernick,San Francisco 49ers,2014,6,"$114,000,000","$19,000,000","$61,000,000",14.3%,"$218,914,286","$36,485,714","$117,138,346"
Colin Kaepernick,San Francisco 49ers,2016,2,"$31,200,000","$15,600,000","$13,275,000",10%,"$51,320,152","$25,660,076","$21,835,738"
David Carr,San Francisco 49ers,2010,2,"$6,250,000","$3,125,000","$3,875,000",2.4%,"$12,374,031","$6,187,016","$7,671,899"
Jack Heneghan,San Francisco 49ers,2018,3,"$1,710,000","$570,000",$0,0.3%,"$2,464,639","$821,546",$0
Jacob Eason,San Francisco 49ers,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jimmy Garoppolo,San Francisco 49ers,2018,5,"$137,500,000","$27,500,000","$74,100,000",15.5%,"$198,180,023","$39,636,005","$106,801,016"
Jimmy Garoppolo,San Francisco 49ers,2022,1,"$7,000,000","$7,000,000","$6,500,000",3.4%,"$8,586,936","$8,586,936","$7,973,583"
Josh Johnson,San Francisco 49ers,2012,2,"$2,115,000","$1,057,500","$350,000",0.9%,"$4,479,030","$2,239,515","$741,211"
Josh Johnson,San Francisco 49ers,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Josh Johnson,San Francisco 49ers,2022,1,"$1,120,000","$1,120,000",$0,0.5%,"$1,373,910","$1,373,910",$0
Josh Rosen,San Francisco 49ers,2020,1,"$750,000","$750,000",$0,0.4%,"$966,448","$966,448",$0
Josh Rosen,San Francisco 49ers,2021,1,"$850,000","$850,000",$0,0.5%,"$1,189,534","$1,189,534",$0
Joshua Dobbs,San Francisco 49ers,2024,1,"$2,250,000","$2,250,000","$2,250,000",0.9%,"$2,250,000","$2,250,000","$2,250,000"
Kurt Benkert,San Francisco 49ers,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Kurt Benkert,San Francisco 49ers,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Matt Barkley,San Francisco 49ers,2017,2,"$4,000,000","$2,000,000","$500,000",1.2%,"$6,117,365","$3,058,683","$764,671"
Max McCaffrey,San Francisco 49ers,2017,2,"$1,020,000","$510,000",$0,0.3%,"$1,559,928","$779,964",$0
Nate Sudfeld,San Francisco 49ers,2021,1,"$990,000","$990,000","$252,000",0.5%,"$1,385,458","$1,385,458","$352,662"
Nate Sudfeld,San Francisco 49ers,2021,1,"$257,200","$257,200",$0,0.1%,"$359,939","$359,939",$0
Nate Sudfeld,San Francisco 49ers,2021,1,"$211,400","$211,400",$0,0.1%,"$295,844","$295,844",$0
Nate Sudfeld,San Francisco 49ers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Nate Sudfeld,San Francisco 49ers,2022,1,"$2,000,000","$2,000,000","$2,000,000",1%,"$2,453,410","$2,453,410","$2,453,410"
Nick Mullens,San Francisco 49ers,2017,3,"$1,667,000","$555,667","$20,000",0.3%,"$2,549,412","$849,805","$30,587"
Nick Mullens,San Francisco 49ers,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Nick Mullens,San Francisco 49ers,2018,2,"$1,050,000","$525,000",$0,0.3%,"$1,513,375","$756,687",$0
Nick Mullens,San Francisco 49ers,2018,1,"$170,000","$170,000",$0,0.1%,"$245,023","$245,023",$0
Nick Mullens,San Francisco 49ers,2020,1,"$750,000","$750,000",$0,0.4%,"$966,448","$966,448",$0
Sam Darnold,San Francisco 49ers,2023,1,"$4,500,000","$4,500,000","$3,500,000",2%,"$5,112,544","$5,112,544","$3,976,423"
Tanner Mordecai,San Francisco 49ers,2024,3,"$2,855,000","$951,667","$125,000",0.4%,"$2,855,000","$951,667","$125,000"
Tanner Mordecai,San Francisco 49ers,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Thaddeus Lewis,San Francisco 49ers,2016,1,"$760,000","$760,000",$0,0.5%,"$1,250,106","$1,250,106",$0
Tom Savage,San Francisco 49ers,2018,1,"$705,000","$705,000",$0,0.4%,"$1,016,123","$1,016,123",$0
Tyler Bray,San Francisco 49ers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Wilton Speight,San Francisco 49ers,2019,3,"$1,760,000","$586,667","$20,000",0.3%,"$2,388,438","$796,146","$27,141"
Alex McGough,Seattle Seahawks,2018,4,"$2,563,692","$640,923","$103,692",0.4%,"$3,695,073","$923,768","$149,452"
Alex McGough,Seattle Seahawks,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Alex McGough,Seattle Seahawks,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Alex McGough,Seattle Seahawks,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Anthony Gordon,Seattle Seahawks,2020,3,"$2,297,500","$765,833","$12,500",0.4%,"$2,960,552","$986,850","$16,107"
Austin Davis,Seattle Seahawks,2017,1,"$855,000","$855,000","$50,000",0.5%,"$1,307,587","$1,307,587","$76,467"
Austin Davis,Seattle Seahawks,2018,1,"$880,000","$880,000","$90,000",0.5%,"$1,268,352","$1,268,352","$129,718"
